        Time	      Z Scan	  Z Detector	       Force	     Current	
         sec	          µm	          µm	          nN	          nA	
0.0000e+000	 8.0241e-001	 8.2280e+000	 -2.5968e+000	3.0212e-002	 
1.0469e-002	 7.9917e-001	 8.2250e+000	 -2.5968e+000	3.1128e-002	 
2.0938e-002	 7.9606e-001	 8.2220e+000	 -2.5995e+000	3.0823e-002	 
3.1406e-002	 7.9294e-001	 8.2193e+000	 -2.6051e+000	2.9602e-002	 
4.1875e-002	 7.8982e-001	 8.2163e+000	 -2.6079e+000	3.1128e-002	 
5.2344e-002	 7.8671e-001	 8.2134e+000	 -2.6134e+000	2.9907e-002	 
6.2813e-002	 7.8359e-001	 8.2104e+000	 -2.6217e+000	2.9907e-002	 
7.3281e-002	 7.8047e-001	 8.2077e+000	 -2.6217e+000	2.9297e-002	 
8.3750e-002	 7.7736e-001	 8.2047e+000	 -2.6273e+000	3.0212e-002	 
9.4219e-002	 7.7424e-001	 8.2017e+000	 -2.6301e+000	3.0212e-002	 
1.0469e-001	 7.7113e-001	 8.1987e+000	 -2.6328e+000	3.2654e-002	 
1.1516e-001	 7.6801e-001	 8.1957e+000	 -2.6412e+000	3.0518e-002	 
1.2563e-001	 7.6489e-001	 8.1930e+000	 -2.6439e+000	3.1738e-002	 
1.3609e-001	 7.6178e-001	 8.1900e+000	 -2.6495e+000	2.9602e-002	 
1.4656e-001	 7.5864e-001	 8.1870e+000	 -2.6523e+000	2.8687e-002	 
1.5703e-001	 7.5552e-001	 8.1840e+000	 -2.6578e+000	3.0518e-002	 
1.6750e-001	 7.5240e-001	 8.1810e+000	 -2.6661e+000	2.9602e-002	 
1.7797e-001	 7.4929e-001	 8.1780e+000	 -2.6689e+000	3.0823e-002	 
1.8844e-001	 7.4617e-001	 8.1753e+000	 -2.6744e+000	3.0823e-002	 
1.9891e-001	 7.4305e-001	 8.1723e+000	 -2.6772e+000	2.8687e-002	 
2.0938e-001	 7.3994e-001	 8.1693e+000	 -2.6828e+000	2.9602e-002	 
2.1984e-001	 7.3682e-001	 8.1663e+000	 -2.6883e+000	3.0518e-002	 
2.3031e-001	 7.3371e-001	 8.1633e+000	 -2.6939e+000	3.0823e-002	 
2.4078e-001	 7.3059e-001	 8.1603e+000	 -2.6994e+000	2.9602e-002	 
2.5125e-001	 7.2747e-001	 8.1573e+000	 -2.7022e+000	2.9297e-002	 
2.6172e-001	 7.2436e-001	 8.1543e+000	 -2.7050e+000	3.2349e-002	 
2.7219e-001	 7.2124e-001	 8.1513e+000	 -2.7133e+000	2.9907e-002	 
2.8266e-001	 7.1810e-001	 8.1483e+000	 -2.7161e+000	3.0212e-002	 
2.9313e-001	 7.1498e-001	 8.1456e+000	 -2.7216e+000	3.0823e-002	 
3.0359e-001	 7.1187e-001	 8.1426e+000	 -2.7216e+000	3.0212e-002	 
3.1406e-001	 7.0875e-001	 8.1396e+000	 -2.7299e+000	3.0823e-002	 
3.2453e-001	 7.0563e-001	 8.1366e+000	 -2.7327e+000	3.1128e-002	 
3.3500e-001	 7.0252e-001	 8.1336e+000	 -2.7355e+000	3.0823e-002	 
3.4547e-001	 6.9940e-001	 8.1306e+000	 -2.7410e+000	3.1738e-002	 
3.5594e-001	 6.9628e-001	 8.1276e+000	 -2.7410e+000	2.9907e-002	 
3.6641e-001	 6.9317e-001	 8.1246e+000	 -2.7438e+000	2.9602e-002	 
3.7688e-001	 6.9005e-001	 8.1216e+000	 -2.7494e+000	3.1128e-002	 
3.8734e-001	 6.8694e-001	 8.1186e+000	 -2.7494e+000	2.9602e-002	 
3.9781e-001	 6.8382e-001	 8.1156e+000	 -2.7521e+000	3.0212e-002	 
4.0828e-001	 6.8070e-001	 8.1126e+000	 -2.7549e+000	3.0518e-002	 
4.1875e-001	 6.7756e-001	 8.1096e+000	 -2.7577e+000	2.9297e-002	 
4.2922e-001	 6.7445e-001	 8.1066e+000	 -2.7577e+000	3.0823e-002	 
4.3969e-001	 6.7133e-001	 8.1036e+000	 -2.7577e+000	2.9602e-002	 
4.5016e-001	 6.6821e-001	 8.1006e+000	 -2.7605e+000	2.8687e-002	 
4.6063e-001	 6.6510e-001	 8.0976e+000	 -2.7605e+000	3.1433e-002	 
4.7109e-001	 6.6198e-001	 8.0946e+000	 -2.7605e+000	3.1128e-002	 
4.8156e-001	 6.5886e-001	 8.0917e+000	 -2.7605e+000	3.1738e-002	 
4.9203e-001	 6.5575e-001	 8.0887e+000	 -2.7577e+000	3.0823e-002	 
5.0250e-001	 6.5263e-001	 8.0857e+000	 -2.7577e+000	3.1128e-002	 
5.1297e-001	 6.4952e-001	 8.0827e+000	 -2.7577e+000	3.1128e-002	 
5.2344e-001	 6.4640e-001	 8.0794e+000	 -2.7577e+000	3.0212e-002	 
5.3391e-001	 6.4328e-001	 8.0764e+000	 -2.7549e+000	3.0823e-002	 
5.4438e-001	 6.4014e-001	 8.0734e+000	 -2.7549e+000	3.0212e-002	 
5.5484e-001	 6.3703e-001	 8.0704e+000	 -2.7521e+000	3.0518e-002	 
5.6531e-001	 6.3391e-001	 8.0674e+000	 -2.7466e+000	3.1738e-002	 
5.7578e-001	 6.3079e-001	 8.0644e+000	 -2.7438e+000	2.8992e-002	 
5.8625e-001	 6.2768e-001	 8.0614e+000	 -2.7410e+000	2.9297e-002	 
5.9672e-001	 6.2456e-001	 8.0584e+000	 -2.7383e+000	3.1433e-002	 
6.0719e-001	 6.2144e-001	 8.0554e+000	 -2.7355e+000	3.0212e-002	 
6.1766e-001	 6.1833e-001	 8.0521e+000	 -2.7327e+000	3.0212e-002	 
6.2813e-001	 6.1521e-001	 8.0491e+000	 -2.7299e+000	3.1433e-002	 
6.3859e-001	 6.1210e-001	 8.0461e+000	 -2.7216e+000	3.0212e-002	 
6.4906e-001	 6.0898e-001	 8.0431e+000	 -2.7216e+000	2.9907e-002	 
6.5953e-001	 6.0586e-001	 8.0401e+000	 -2.7133e+000	3.1128e-002	 
6.7000e-001	 6.0275e-001	 8.0371e+000	 -2.7077e+000	3.0518e-002	 
6.8047e-001	 5.9961e-001	 8.0338e+000	 -2.7077e+000	2.9297e-002	 
6.9094e-001	 5.9649e-001	 8.0308e+000	 -2.6994e+000	2.9602e-002	 
7.0141e-001	 5.9337e-001	 8.0278e+000	 -2.6966e+000	2.9907e-002	 
7.1188e-001	 5.9026e-001	 8.0248e+000	 -2.6939e+000	2.9602e-002	 
7.2234e-001	 5.8714e-001	 8.0218e+000	 -2.6855e+000	3.0823e-002	 
7.3281e-001	 5.8402e-001	 8.0185e+000	 -2.6828e+000	3.0823e-002	 
7.4328e-001	 5.8091e-001	 8.0155e+000	 -2.6772e+000	2.8992e-002	 
7.5375e-001	 5.7779e-001	 8.0125e+000	 -2.6717e+000	2.9907e-002	 
7.6422e-001	 5.7468e-001	 8.0095e+000	 -2.6689e+000	2.8687e-002	 
7.7469e-001	 5.7156e-001	 8.0065e+000	 -2.6633e+000	2.9602e-002	 
7.8516e-001	 5.6844e-001	 8.0032e+000	 -2.6550e+000	3.0212e-002	 
7.9563e-001	 5.6533e-001	 8.0002e+000	 -2.6523e+000	3.0518e-002	 
8.0609e-001	 5.6221e-001	 7.9972e+000	 -2.6495e+000	3.1433e-002	 
8.1656e-001	 5.5907e-001	 7.9939e+000	 -2.6439e+000	3.0823e-002	 
8.2703e-001	 5.5595e-001	 7.9909e+000	 -2.6412e+000	2.9907e-002	 
8.3750e-001	 5.5284e-001	 7.9879e+000	 -2.6384e+000	3.0823e-002	 
8.4797e-001	 5.4972e-001	 7.9849e+000	 -2.6328e+000	2.9297e-002	 
8.5844e-001	 5.4660e-001	 7.9816e+000	 -2.6301e+000	3.1128e-002	 
8.6891e-001	 5.4349e-001	 7.9786e+000	 -2.6273e+000	3.0518e-002	 
8.7938e-001	 5.4037e-001	 7.9756e+000	 -2.6245e+000	2.8687e-002	 
8.8984e-001	 5.3726e-001	 7.9723e+000	 -2.6217e+000	3.0518e-002	 
9.0031e-001	 5.3414e-001	 7.9693e+000	 -2.6190e+000	3.0518e-002	 
9.1078e-001	 5.3102e-001	 7.9664e+000	 -2.6190e+000	2.9297e-002	 
9.2125e-001	 5.2791e-001	 7.9634e+000	 -2.6162e+000	3.1738e-002	 
9.3172e-001	 5.2479e-001	 7.9601e+000	 -2.6106e+000	3.0823e-002	 
9.4219e-001	 5.2167e-001	 7.9571e+000	 -2.6134e+000	2.9907e-002	 
9.5266e-001	 5.1853e-001	 7.9538e+000	 -2.6106e+000	2.8687e-002	 
9.6313e-001	 5.1542e-001	 7.9508e+000	 -2.6106e+000	3.0212e-002	 
9.7359e-001	 5.1230e-001	 7.9478e+000	 -2.6106e+000	3.0212e-002	 
9.8406e-001	 5.0918e-001	 7.9445e+000	 -2.6134e+000	2.8687e-002	 
9.9453e-001	 5.0607e-001	 7.9415e+000	 -2.6106e+000	3.2043e-002	 
1.0050e+000	 5.0295e-001	 7.9385e+000	 -2.6134e+000	3.0212e-002	 
1.0155e+000	 4.9984e-001	 7.9352e+000	 -2.6134e+000	3.1433e-002	 
1.0259e+000	 4.9672e-001	 7.9322e+000	 -2.6134e+000	3.0212e-002	 
1.0364e+000	 4.9360e-001	 7.9289e+000	 -2.6134e+000	3.1738e-002	 
1.0469e+000	 4.9049e-001	 7.9259e+000	 -2.6162e+000	3.0212e-002	 
1.0573e+000	 4.8737e-001	 7.9229e+000	 -2.6190e+000	2.8381e-002	 
1.0678e+000	 4.8425e-001	 7.9196e+000	 -2.6217e+000	3.0823e-002	 
1.0783e+000	 4.8114e-001	 7.9166e+000	 -2.6245e+000	2.9297e-002	 
1.0888e+000	 4.7800e-001	 7.9133e+000	 -2.6245e+000	2.8992e-002	 
1.0992e+000	 4.7488e-001	 7.9103e+000	 -2.6301e+000	2.9907e-002	 
1.1097e+000	 4.7176e-001	 7.9070e+000	 -2.6328e+000	3.0518e-002	 
1.1202e+000	 4.6865e-001	 7.9040e+000	 -2.6384e+000	2.8687e-002	 
1.1306e+000	 4.6553e-001	 7.9010e+000	 -2.6412e+000	2.9602e-002	 
1.1411e+000	 4.6242e-001	 7.8977e+000	 -2.6467e+000	3.0212e-002	 
1.1516e+000	 4.5930e-001	 7.8947e+000	 -2.6495e+000	2.9602e-002	 
1.1620e+000	 4.5618e-001	 7.8914e+000	 -2.6550e+000	3.0823e-002	 
1.1725e+000	 4.5307e-001	 7.8884e+000	 -2.6606e+000	2.9602e-002	 
1.1830e+000	 4.4995e-001	 7.8851e+000	 -2.6661e+000	3.0212e-002	 
1.1934e+000	 4.4683e-001	 7.8821e+000	 -2.6689e+000	3.1433e-002	 
1.2039e+000	 4.4372e-001	 7.8788e+000	 -2.6772e+000	2.9907e-002	 
1.2144e+000	 4.4060e-001	 7.8758e+000	 -2.6828e+000	3.0212e-002	 
1.2248e+000	 4.3746e-001	 7.8725e+000	 -2.6883e+000	2.9602e-002	 
1.2353e+000	 4.3434e-001	 7.8695e+000	 -2.6939e+000	2.8992e-002	 
1.2458e+000	 4.3123e-001	 7.8662e+000	 -2.6966e+000	3.1128e-002	 
1.2563e+000	 4.2811e-001	 7.8632e+000	 -2.7050e+000	2.9907e-002	 
1.2667e+000	 4.2499e-001	 7.8599e+000	 -2.7133e+000	3.0518e-002	 
1.2772e+000	 4.2188e-001	 7.8569e+000	 -2.7161e+000	2.8381e-002	 
1.2877e+000	 4.1876e-001	 7.8536e+000	 -2.7244e+000	3.1738e-002	 
1.2981e+000	 4.1565e-001	 7.8503e+000	 -2.7327e+000	2.8381e-002	 
1.3086e+000	 4.1253e-001	 7.8473e+000	 -2.7355e+000	3.0212e-002	 
1.3191e+000	 4.0941e-001	 7.8441e+000	 -2.7410e+000	3.0823e-002	 
1.3295e+000	 4.0630e-001	 7.8411e+000	 -2.7466e+000	2.9907e-002	 
1.3400e+000	 4.0318e-001	 7.8378e+000	 -2.7549e+000	3.1128e-002	 
1.3505e+000	 4.0006e-001	 7.8348e+000	 -2.7577e+000	3.0823e-002	 
1.3609e+000	 3.9692e-001	 7.8315e+000	 -2.7660e+000	2.9907e-002	 
1.3714e+000	 3.9381e-001	 7.8282e+000	 -2.7688e+000	3.0518e-002	 
1.3819e+000	 3.9069e-001	 7.8252e+000	 -2.7715e+000	2.8381e-002	 
1.3923e+000	 3.8757e-001	 7.8219e+000	 -2.7771e+000	2.9907e-002	 
1.4028e+000	 3.8446e-001	 7.8189e+000	 -2.7826e+000	2.9907e-002	 
1.4133e+000	 3.8134e-001	 7.8156e+000	 -2.7854e+000	2.9907e-002	 
1.4238e+000	 3.7823e-001	 7.8123e+000	 -2.7910e+000	3.0212e-002	 
1.4342e+000	 3.7511e-001	 7.8093e+000	 -2.7910e+000	3.0823e-002	 
1.4447e+000	 3.7199e-001	 7.8060e+000	 -2.7965e+000	3.0823e-002	 
1.4552e+000	 3.6888e-001	 7.8027e+000	 -2.7993e+000	2.8992e-002	 
1.4656e+000	 3.6576e-001	 7.7997e+000	 -2.8021e+000	2.8381e-002	 
1.4761e+000	 3.6264e-001	 7.7964e+000	 -2.8076e+000	3.0518e-002	 
1.4866e+000	 3.5953e-001	 7.7934e+000	 -2.8104e+000	2.9907e-002	 
1.4970e+000	 3.5639e-001	 7.7901e+000	 -2.8104e+000	3.0518e-002	 
1.5075e+000	 3.5327e-001	 7.7868e+000	 -2.8132e+000	2.9297e-002	 
1.5180e+000	 3.5015e-001	 7.7835e+000	 -2.8159e+000	2.8687e-002	 
1.5284e+000	 3.4704e-001	 7.7805e+000	 -2.8159e+000	2.9297e-002	 
1.5389e+000	 3.4392e-001	 7.7772e+000	 -2.8187e+000	3.1433e-002	 
1.5494e+000	 3.4081e-001	 7.7739e+000	 -2.8187e+000	3.0518e-002	 
1.5598e+000	 3.3769e-001	 7.7709e+000	 -2.8187e+000	3.0518e-002	 
1.5703e+000	 3.3457e-001	 7.7676e+000	 -2.8159e+000	2.8687e-002	 
1.5808e+000	 3.3146e-001	 7.7643e+000	 -2.8159e+000	2.8687e-002	 
1.5913e+000	 3.2834e-001	 7.7613e+000	 -2.8159e+000	2.9602e-002	 
1.6017e+000	 3.2522e-001	 7.7580e+000	 -2.8159e+000	3.1433e-002	 
1.6122e+000	 3.2211e-001	 7.7547e+000	 -2.8132e+000	3.0823e-002	 
1.6227e+000	 3.1899e-001	 7.7514e+000	 -2.8132e+000	3.0518e-002	 
1.6331e+000	 3.1585e-001	 7.7484e+000	 -2.8104e+000	2.9297e-002	 
1.6436e+000	 3.1273e-001	 7.7451e+000	 -2.8048e+000	2.9907e-002	 
1.6541e+000	 3.0962e-001	 7.7418e+000	 -2.8048e+000	2.8687e-002	 
1.6645e+000	 3.0650e-001	 7.7385e+000	 -2.7993e+000	3.0823e-002	 
1.6750e+000	 3.0339e-001	 7.7355e+000	 -2.7993e+000	2.9297e-002	 
1.6855e+000	 3.0027e-001	 7.7322e+000	 -2.7965e+000	2.9297e-002	 
1.6959e+000	 2.9715e-001	 7.7289e+000	 -2.7937e+000	3.2043e-002	 
1.7064e+000	 2.9404e-001	 7.7256e+000	 -2.7882e+000	2.9602e-002	 
1.7169e+000	 2.9092e-001	 7.7226e+000	 -2.7854e+000	3.2043e-002	 
1.7273e+000	 2.8780e-001	 7.7194e+000	 -2.7799e+000	3.0823e-002	 
1.7378e+000	 2.8469e-001	 7.7161e+000	 -2.7771e+000	3.1128e-002	 
1.7483e+000	 2.8157e-001	 7.7128e+000	 -2.7715e+000	3.0518e-002	 
1.7588e+000	 2.7846e-001	 7.7095e+000	 -2.7632e+000	3.0823e-002	 
1.7692e+000	 2.7531e-001	 7.7062e+000	 -2.7632e+000	2.9297e-002	 
1.7797e+000	 2.7220e-001	 7.7032e+000	 -2.7577e+000	3.2043e-002	 
1.7902e+000	 2.6908e-001	 7.6999e+000	 -2.7521e+000	2.8992e-002	 
1.8006e+000	 2.6597e-001	 7.6966e+000	 -2.7494e+000	2.8687e-002	 
1.8111e+000	 2.6285e-001	 7.6933e+000	 -2.7438e+000	3.0518e-002	 
1.8216e+000	 2.5973e-001	 7.6900e+000	 -2.7410e+000	2.9907e-002	 
1.8320e+000	 2.5662e-001	 7.6867e+000	 -2.7383e+000	3.0518e-002	 
1.8425e+000	 2.5350e-001	 7.6837e+000	 -2.7355e+000	3.0212e-002	 
1.8530e+000	 2.5038e-001	 7.6804e+000	 -2.7299e+000	3.0823e-002	 
1.8634e+000	 2.4727e-001	 7.6771e+000	 -2.7272e+000	3.0212e-002	 
1.8739e+000	 2.4415e-001	 7.6738e+000	 -2.7244e+000	2.8992e-002	 
1.8844e+000	 2.4103e-001	 7.6705e+000	 -2.7216e+000	2.9297e-002	 
1.8948e+000	 2.3789e-001	 7.6672e+000	 -2.7161e+000	3.0212e-002	 
1.9053e+000	 2.3478e-001	 7.6639e+000	 -2.7133e+000	3.0823e-002	 
1.9158e+000	 2.3166e-001	 7.6606e+000	 -2.7133e+000	2.9602e-002	 
1.9263e+000	 2.2855e-001	 7.6576e+000	 -2.7105e+000	3.1128e-002	 
1.9367e+000	 2.2543e-001	 7.6543e+000	 -2.7105e+000	2.9602e-002	 
1.9472e+000	 2.2231e-001	 7.6510e+000	 -2.7077e+000	2.9602e-002	 
1.9577e+000	 2.1920e-001	 7.6477e+000	 -2.7077e+000	3.0212e-002	 
1.9681e+000	 2.1608e-001	 7.6444e+000	 -2.7050e+000	2.9907e-002	 
1.9786e+000	 2.1296e-001	 7.6411e+000	 -2.7050e+000	2.8687e-002	 
1.9891e+000	 2.0985e-001	 7.6378e+000	 -2.7077e+000	2.9907e-002	 
1.9995e+000	 2.0673e-001	 7.6345e+000	 -2.7077e+000	2.9602e-002	 
2.0100e+000	 2.0361e-001	 7.6312e+000	 -2.7077e+000	2.8381e-002	 
2.0205e+000	 2.0050e-001	 7.6279e+000	 -2.7105e+000	2.9602e-002	 
2.0309e+000	 1.9736e-001	 7.6246e+000	 -2.7105e+000	2.8381e-002	 
2.0414e+000	 1.9424e-001	 7.6213e+000	 -2.7133e+000	3.0212e-002	 
2.0519e+000	 1.9113e-001	 7.6180e+000	 -2.7161e+000	3.1128e-002	 
2.0623e+000	 1.8801e-001	 7.6147e+000	 -2.7188e+000	2.9907e-002	 
2.0728e+000	 1.8489e-001	 7.6114e+000	 -2.7244e+000	2.9602e-002	 
2.0833e+000	 1.8178e-001	 7.6081e+000	 -2.7244e+000	2.9907e-002	 
2.0938e+000	 1.7866e-001	 7.6048e+000	 -2.7299e+000	3.0212e-002	 
2.1042e+000	 1.7554e-001	 7.6015e+000	 -2.7327e+000	2.9907e-002	 
2.1147e+000	 1.7243e-001	 7.5982e+000	 -2.7383e+000	2.9907e-002	 
2.1252e+000	 1.6931e-001	 7.5953e+000	 -2.7438e+000	2.9602e-002	 
2.1356e+000	 1.6619e-001	 7.5920e+000	 -2.7494e+000	2.9602e-002	 
2.1461e+000	 1.6308e-001	 7.5887e+000	 -2.7577e+000	2.9297e-002	 
2.1566e+000	 1.5996e-001	 7.5851e+000	 -2.7632e+000	2.9907e-002	 
2.1670e+000	 1.5682e-001	 7.5818e+000	 -2.7660e+000	2.9907e-002	 
2.1775e+000	 1.5370e-001	 7.5785e+000	 -2.7771e+000	3.1128e-002	 
2.1880e+000	 1.5059e-001	 7.5752e+000	 -2.7826e+000	2.8687e-002	 
2.1984e+000	 1.4747e-001	 7.5719e+000	 -2.7910e+000	2.8992e-002	 
2.2089e+000	 1.4436e-001	 7.5686e+000	 -2.8021e+000	3.0518e-002	 
2.2194e+000	 1.4124e-001	 7.5653e+000	 -2.8076e+000	3.0823e-002	 
2.2298e+000	 1.3812e-001	 7.5620e+000	 -2.8159e+000	2.9907e-002	 
2.2403e+000	 1.3501e-001	 7.5587e+000	 -2.8243e+000	2.8381e-002	 
2.2508e+000	 1.3189e-001	 7.5554e+000	 -2.8354e+000	3.1128e-002	 
2.2612e+000	 1.2877e-001	 7.5521e+000	 -2.8437e+000	3.1433e-002	 
2.2717e+000	 1.2566e-001	 7.5488e+000	 -2.8548e+000	2.8687e-002	 
2.2822e+000	 1.2254e-001	 7.5455e+000	 -2.8603e+000	2.8992e-002	 
2.2927e+000	 1.1943e-001	 7.5422e+000	 -2.8742e+000	2.8076e-002	 
2.3031e+000	 1.1628e-001	 7.5389e+000	 -2.8825e+000	2.8992e-002	 
2.3136e+000	 1.1317e-001	 7.5356e+000	 -2.8936e+000	3.0823e-002	 
2.3241e+000	 1.1005e-001	 7.5320e+000	 -2.9047e+000	2.9602e-002	 
2.3345e+000	 1.0694e-001	 7.5287e+000	 -2.9130e+000	2.8992e-002	 
2.3450e+000	 1.0382e-001	 7.5254e+000	 -2.9241e+000	3.0823e-002	 
2.3555e+000	 1.0070e-001	 7.5221e+000	 -2.9352e+000	3.0823e-002	 
2.3659e+000	 9.7587e-002	 7.5188e+000	 -2.9463e+000	3.0823e-002	 
2.3764e+000	 9.4471e-002	 7.5155e+000	 -2.9547e+000	2.9297e-002	 
2.3869e+000	 9.1354e-002	 7.5122e+000	 -2.9658e+000	2.9602e-002	 
2.3973e+000	 8.8238e-002	 7.5089e+000	 -2.9741e+000	2.9297e-002	 
2.4078e+000	 8.5122e-002	 7.5056e+000	 -2.9907e+000	3.1433e-002	 
2.4183e+000	 8.2005e-002	 7.5020e+000	 -3.0018e+000	2.9297e-002	 
2.4287e+000	 7.8889e-002	 7.4987e+000	 -3.0129e+000	3.0518e-002	 
2.4392e+000	 7.5748e-002	 7.4954e+000	 -3.0240e+000	3.0518e-002	 
2.4497e+000	 7.2632e-002	 7.4921e+000	 -3.0379e+000	2.8687e-002	 
2.4602e+000	 6.9516e-002	 7.4888e+000	 -3.0490e+000	2.9907e-002	 
2.4706e+000	 6.6399e-002	 7.4855e+000	 -3.0629e+000	3.1128e-002	 
2.4811e+000	 6.3283e-002	 7.4819e+000	 -3.0795e+000	3.0823e-002	 
2.4916e+000	 6.0167e-002	 7.4786e+000	 -3.0934e+000	2.8381e-002	 
2.5020e+000	 5.7050e-002	 7.4753e+000	 -3.1100e+000	2.9602e-002	 
2.5125e+000	 5.3934e-002	 7.4721e+000	 -3.1267e+000	3.0823e-002	 
2.5230e+000	 5.0818e-002	 7.4688e+000	 -3.1461e+000	2.9602e-002	 
2.5334e+000	 4.7702e-002	 7.4652e+000	 -3.1711e+000	2.9907e-002	 
2.5439e+000	 4.4585e-002	 7.4619e+000	 -3.1988e+000	2.9297e-002	 
2.5544e+000	 4.1469e-002	 7.4586e+000	 -3.2293e+000	2.9602e-002	 
2.5648e+000	 3.8328e-002	 7.4553e+000	 -3.2737e+000	3.0823e-002	 
2.5753e+000	 3.5212e-002	 7.4520e+000	 -3.3320e+000	2.9602e-002	 
2.5858e+000	 3.2095e-002	 7.4484e+000	 -3.4291e+000	2.8992e-002	 
2.5962e+000	 2.8979e-002	 7.4451e+000	 -4.1365e+000	2.9907e-002	 
2.6067e+000	 2.5863e-002	 7.4418e+000	 -3.8785e+000	2.9602e-002	 
2.6172e+000	 2.2747e-002	 7.4385e+000	 -3.1627e+000	2.9602e-002	 
2.6277e+000	 1.9630e-002	 7.4349e+000	 -2.4719e+000	2.8381e-002	 
2.6381e+000	 1.6514e-002	 7.4316e+000	 -1.7561e+000	3.0212e-002	 
2.6486e+000	 1.3398e-002	 7.4283e+000	 -1.0875e+000	2.8992e-002	 
2.6591e+000	 1.0281e-002	 7.4250e+000	 -3.5511e-001	3.0212e-002	 
2.6695e+000	 7.1650e-003	 7.4214e+000	 3.4124e-001	 2.9297e-002	 
2.6800e+000	 4.0487e-003	 7.4181e+000	 1.0265e+000	 2.8992e-002	 
2.6905e+000	 9.3244e-004	 7.4148e+000	 1.7700e+000	 2.8687e-002	 
2.7009e+000	 -2.1839e-003	7.4115e+000	 2.4719e+000	 3.1128e-002	 
2.7114e+000	 -5.3247e-003	7.4079e+000	 3.1572e+000	 2.9602e-002	 
2.7219e+000	 -8.4410e-003	7.4046e+000	 3.8896e+000	 3.0823e-002	 
2.7323e+000	 -1.1557e-002	7.4013e+000	 4.5693e+000	 3.0212e-002	 
2.7428e+000	 -1.4674e-002	7.3977e+000	 5.3073e+000	 3.0518e-002	 
2.7533e+000	 -1.7790e-002	7.3944e+000	 6.0036e+000	 2.9602e-002	 
2.7637e+000	 -2.0906e-002	7.3911e+000	 6.6806e+000	 2.7161e-002	 
2.7742e+000	 -2.4023e-002	7.3878e+000	 7.3880e+000	 2.8381e-002	 
2.7847e+000	 -2.7139e-002	7.3842e+000	 8.1371e+000	 2.9297e-002	 
2.7952e+000	 -3.0255e-002	7.3809e+000	 8.8251e+000	 2.9297e-002	 
2.8056e+000	 -3.3371e-002	7.3776e+000	 9.4937e+000	 2.9602e-002	 
2.8161e+000	 -3.6488e-002	7.3740e+000	 1.0243e+001	 2.7771e-002	 
2.8266e+000	 -3.9604e-002	7.3707e+000	 1.0964e+001	 3.0823e-002	 
2.8370e+000	 -4.2720e-002	7.3674e+000	 1.1680e+001	 2.9297e-002	 
2.8475e+000	 -4.5861e-002	7.3638e+000	 1.2343e+001	 2.8992e-002	 
2.8580e+000	 -4.8977e-002	7.3605e+000	 1.3039e+001	 2.9602e-002	 
2.8684e+000	 -5.2094e-002	7.3572e+000	 1.3736e+001	 2.9602e-002	 
2.8789e+000	 -5.5210e-002	7.3536e+000	 1.4465e+001	 2.8381e-002	 
2.8894e+000	 -5.8326e-002	7.3504e+000	 1.5167e+001	 3.0823e-002	 
2.8998e+000	 -6.1443e-002	7.3471e+000	 1.5883e+001	 2.9907e-002	 
2.9103e+000	 -6.4559e-002	7.3435e+000	 1.6610e+001	 2.8992e-002	 
2.9208e+000	 -6.7675e-002	7.3402e+000	 1.7312e+001	 2.9602e-002	 
2.9312e+000	 -7.0792e-002	7.3366e+000	 1.7972e+001	 2.9602e-002	 
2.9417e+000	 -7.3908e-002	7.3333e+000	 1.8718e+001	 2.9907e-002	 
2.9522e+000	 -7.7024e-002	7.3300e+000	 1.9404e+001	 2.9602e-002	 
2.9627e+000	 -8.0140e-002	7.3264e+000	 2.0103e+001	 2.9602e-002	 
2.9731e+000	 -8.3257e-002	7.3231e+000	 2.0819e+001	 2.9602e-002	 
2.9836e+000	 -8.6398e-002	7.3195e+000	 2.1523e+001	 2.9297e-002	 
2.9941e+000	 -8.9514e-002	7.3162e+000	 2.2236e+001	 2.8687e-002	 
3.0045e+000	 -9.2630e-002	7.3129e+000	 2.2949e+001	 2.8992e-002	 
3.0150e+000	 -9.5747e-002	7.3093e+000	 2.3671e+001	 2.8992e-002	 
3.0255e+000	 -9.8863e-002	7.3060e+000	 2.4342e+001	 2.9297e-002	 
3.0359e+000	 -1.0198e-001	7.3024e+000	 2.4969e+001	 2.8076e-002	 
3.0464e+000	 -1.0510e-001	7.2991e+000	 2.5737e+001	 2.7771e-002	 
3.0569e+000	 -1.0821e-001	7.2958e+000	 2.6486e+001	 2.7771e-002	 
3.0673e+000	 -1.1133e-001	7.2922e+000	 2.7138e+001	 2.9907e-002	 
3.0778e+000	 -1.1444e-001	7.2889e+000	 2.7829e+001	 2.9297e-002	 
3.0883e+000	 -1.1756e-001	7.2853e+000	 2.8512e+001	 2.9907e-002	 
3.0987e+000	 -1.2068e-001	7.2820e+000	 2.9266e+001	 2.8992e-002	 
3.1092e+000	 -1.2379e-001	7.2784e+000	 2.9940e+001	 2.9907e-002	 
3.1197e+000	 -1.2693e-001	7.2751e+000	 3.0712e+001	 2.9297e-002	 
3.1302e+000	 -1.3005e-001	7.2715e+000	 3.1350e+001	 2.9907e-002	 
3.1406e+000	 -1.3317e-001	7.2682e+000	 3.2002e+001	 3.0212e-002	 
3.1511e+000	 -1.3628e-001	7.2649e+000	 3.2820e+001	 3.0212e-002	 
3.1616e+000	 -1.3940e-001	7.2613e+000	 3.3458e+001	 3.0518e-002	 
