        Time	      Z Scan	  Z Detector	       Force	     Current	
         sec	          µm	          µm	          nN	          nA	
1.0333e+001	 6.9044e-001	 8.0869e+000	 -2.7605e+000	3.0212e-002	 
1.0343e+001	 6.9356e-001	 8.0902e+000	 -2.7605e+000	2.9907e-002	 
1.0354e+001	 6.9668e-001	 8.0937e+000	 -2.7577e+000	3.0212e-002	 
1.0364e+001	 6.9979e-001	 8.0970e+000	 -2.7605e+000	2.8687e-002	 
1.0375e+001	 7.0291e-001	 8.1006e+000	 -2.7577e+000	2.9907e-002	 
1.0385e+001	 7.0603e-001	 8.1042e+000	 -2.7577e+000	2.9297e-002	 
1.0395e+001	 7.0914e-001	 8.1078e+000	 -2.7549e+000	2.9907e-002	 
1.0406e+001	 7.1226e-001	 8.1111e+000	 -2.7521e+000	2.9297e-002	 
1.0416e+001	 7.1538e-001	 8.1147e+000	 -2.7494e+000	2.9907e-002	 
1.0427e+001	 7.1849e-001	 8.1183e+000	 -2.7466e+000	2.8381e-002	 
1.0437e+001	 7.2161e-001	 8.1216e+000	 -2.7438e+000	2.9297e-002	 
1.0448e+001	 7.2472e-001	 8.1252e+000	 -2.7410e+000	3.0212e-002	 
1.0458e+001	 7.2787e-001	 8.1288e+000	 -2.7383e+000	3.0518e-002	 
1.0469e+001	 7.3098e-001	 8.1321e+000	 -2.7327e+000	3.2959e-002	 
1.0479e+001	 7.3410e-001	 8.1357e+000	 -2.7299e+000	3.0823e-002	 
1.0490e+001	 7.3721e-001	 8.1393e+000	 -2.7272e+000	3.0518e-002	 
1.0500e+001	 7.4033e-001	 8.1429e+000	 -2.7161e+000	3.1128e-002	 
1.0511e+001	 7.4345e-001	 8.1462e+000	 -2.7133e+000	2.9602e-002	 
1.0521e+001	 7.4656e-001	 8.1498e+000	 -2.7077e+000	3.0212e-002	 
1.0532e+001	 7.4968e-001	 8.1534e+000	 -2.7022e+000	2.9907e-002	 
1.0542e+001	 7.5280e-001	 8.1570e+000	 -2.6966e+000	3.0518e-002	 
1.0552e+001	 7.5591e-001	 8.1603e+000	 -2.6911e+000	2.9297e-002	 
1.0563e+001	 7.5903e-001	 8.1639e+000	 -2.6855e+000	3.2043e-002	 
1.0573e+001	 7.6214e-001	 8.1675e+000	 -2.6800e+000	3.0518e-002	 
1.0584e+001	 7.6526e-001	 8.1711e+000	 -2.6744e+000	3.1128e-002	 
1.0594e+001	 7.6838e-001	 8.1744e+000	 -2.6661e+000	2.9907e-002	 
1.0605e+001	 7.7152e-001	 8.1780e+000	 -2.6606e+000	2.8687e-002	 
1.0615e+001	 7.7463e-001	 8.1816e+000	 -2.6550e+000	3.0518e-002	 
1.0626e+001	 7.7775e-001	 8.1852e+000	 -2.6495e+000	3.1128e-002	 
1.0636e+001	 7.8087e-001	 8.1888e+000	 -2.6439e+000	3.0212e-002	 
1.0647e+001	 7.8398e-001	 8.1921e+000	 -2.6384e+000	2.9907e-002	 
1.0657e+001	 7.8710e-001	 8.1957e+000	 -2.6328e+000	3.1128e-002	 
1.0668e+001	 7.9022e-001	 8.1993e+000	 -2.6273e+000	3.0212e-002	 
1.0678e+001	 7.9333e-001	 8.2029e+000	 -2.6217e+000	3.0823e-002	 
1.0689e+001	 7.9645e-001	 8.2065e+000	 -2.6190e+000	3.0212e-002	 
1.0699e+001	 7.9956e-001	 8.2098e+000	 -2.6134e+000	2.9907e-002	 
1.0710e+001	 8.0261e-001	 8.2134e+000	 -2.6079e+000	3.0212e-002	 
